idx,product_id,quantity,wholesale_cost,sale_price,supplier_id
12250,JU1N5KRPKLIH,2061,111.27,122.62,TKLCRQAQ
12251,PH2JJX03607F,2753,133.37,181.12,HDPBFCUI
12252,GNTCTA89IKLX,1484,129.99,200.96,SLVUJJVM
12253,4BDYR0KKXZ0E,6553,436.09,530.29,QOODUKSF
12254,WDBC4RNRPB6C,5905,462.70,864.32,PFUZXUBP
12255,WDA80QHJ087W,3224,370.51,691.37,HRCTNANX
12256,LDNW59AF5U5N,2177,137.65,203.72,SLVUJJVM
12257,CFVXM5AGU5OY,2051,112.05,152.61,NPZGUNBG
12258,WFNIQBEEBDCZ,4776,436.09,572.59,QOODUKSF
12259,6ZGPE1UVCMJS,7254,410.14,720.21,ZHSGPGCE
12260,2RS2L3ISQH48,3716,386.16,656.47,ESTUSGVQ
12261,E4WPQ1002V1N,6641,406.10,461.74,UIBJMQJU
12262,0Q64KA0E31W4,4779,411.49,614.77,GAHBTDEC
12263,AO6V8M500X87,7291,358.94,516.16,EIAPSBUM
12264,2ACJ922K1HHG,1294,126.65,170.98,DLDNHXON
12265,37N52400YYDU,2849,118.45,209.30,NPZGUNBG
12266,P3MDERF0D2FH,5859,392.76,456.78,UXQLDNBC
12267,ZVS583WEYP6H,7574,378.30,613.22,ZHSGPGCE
12268,2TKECUGA4MVL,434,46.69,56.59,JIBXLYVJ
12269,X8PH8AJM3SXV,403,29.54,46.20,GAHBTDEC
12270,I31CBX7NWCWK,127,2.54,4.21,ZLYACVMT
12271,9V8G9YBGX66R,2225,130.84,181.48,PUAAQYKI
12272,OHFVYZN81GDX,6551,448.62,556.29,EIAPSBUM
12273,R474GGMWDLYP,3205,358.94,485.29,VSBPGANE
12274,8M6GBXB4NUIV,1861,127.48,201.04,HIFWYHGS
12275,KNRPBM6M80JG,6266,326.39,528.43,PUAAQYKI
12276,FY890JRADNLA,5930,400.75,462.87,CMLLTKBT
12277,DXDCXDX7MCUL,2303,115.23,199.81,TNGXLUXB
12278,UOLT1GW7JWSL,2562,120.07,157.17,UQAIHIOI
12279,G4303MEAUSBH,4444,353.85,492.21,PIOYEFFR
12280,KWPP6HNO14CG,4909,398.08,712.17,MGOWPCPA
12281,087H72Z59YPL,3653,415.55,583.43,YXEYYAUU
12282,CN0AI0SKU4R0,375,8.81,11.98,JPNKOVEY
12283,2NT6NR8WB5Q3,16,0.42,0.51,CPKTLQGA
12284,0AKBWMBS9T78,1118,112.85,157.09,SXEDLYPA
12285,7IVV8JGWN6SX,4256,390.12,509.11,NJVSHSAQ
12286,7SSQXM87TSBT,7636,431.95,710.13,PFUZXUBP
12287,JQOHFKX6JXNU,1033,34.73,53.03,JFRFZLXG
12288,D7667SX8228O,5738,379.61,589.15,YXEYYAUU
12289,N2RTFLLIX45E,3706,348.79,615.96,TNGXLUXB
12290,18OGMMWZEK4Y,6050,415.55,712.25,PFUZXUBP
12291,18WBGYW8QEXN,7465,403.42,711.23,EGEDGYQE
12292,AFT0EFALSGZ0,155,14.37,25.52,VSBPGANE
12293,T8T9LEFCFEG9,1665,112.05,177.15,TKLCRQAQ
12294,LSCH40ZDN2LP,2703,132.53,221.86,PFUZXUBP
12295,3OVN79IOKYFB,6038,384.85,549.95,CPKTLQGA
12296,162TZYXTTEI0,5769,367.93,621.43,EIAPSBUM
12297,9DVX0V93HI2R,6914,440.25,832.07,PUAAQYKI
12298,EOASEG63K5R0,5364,403.42,713.65,NIIFSJPI
12299,16X325X38XBZ,4414,398.08,580.40,JIBXLYVJ
12300,GRIS11AABKTX,2583,138.51,185.88,JIBXLYVJ
12301,BRX8OPFE1DSN,6330,443.03,586.57,QOODUKSF
12302,2LVORTSFCU6L,1449,85.11,137.37,ESTUSGVQ
12303,GE684VM2QNVV,3278,438.86,714.03,PFUZXUBP
12304,NYC6T5ZW0FX0,4389,416.91,617.44,UXQLDNBC
12305,XL7NZLKFME2U,4115,438.86,636.35,YJFOCKUP
12306,JF7R5XUBFTJD,4851,461.28,810.01,VYGATPNP
12307,LIJO8VKVRGVD,2565,142.85,241.27,UPJEDILP
12308,HCHLMH35BAVV,7563,420.99,728.31,VYGATPNP
12309,TNMV6C6P7HGG,5586,353.85,646.13,UIBJMQJU
12310,UYK8VP2M9HOM,2186,144.60,166.58,UMIGMZRV
12311,505CY4YPF9TP,4167,382.22,717.81,ZHSGPGCE
12312,QCCOQY6S96DV,2704,131.68,201.60,GAHBTDEC
12313,3TCB00OJMHXI,6760,384.85,679.65,JFRFZLXG
12314,MF6P06CTQV1J,579,40.79,51.64,UIBJMQJU
12315,2RR60V2I6LBI,2303,121.70,134.60,TNGXLUXB
12316,NITEV1GJXY4Q,560,36.71,64.17,UPJEDILP
12317,DI7AKCO6VLW3,4604,448.62,566.16,DLDNHXON
12318,XI2H7MI5ONVG,2796,161.67,189.96,HRCTNANX
12319,PPQRX6907IX5,5645,373.10,456.30,UQAIHIOI
12320,LNO3I8HHMV1R,1856,109.69,144.57,IRXVIIXD
12321,7MIQSV8932H5,3111,351.32,561.76,UMIGMZRV
12322,ZNCXSL475PZA,6226,407.45,685.33,CMLLTKBT
12323,CLHUTVFU3Q1D,7033,373.10,471.60,HRCTNANX
12324,H1VDG9STPCTL,5811,398.08,635.34,JIBXLYVJ
12325,H0HC0LUM5PK8,4137,427.83,662.71,HIFWYHGS
12326,K50RGUW8G8Y2,670,40.79,54.09,SXEDLYPA
12327,IVVHWBRMUCIU,6178,431.95,775.35,EIAPSBUM
12328,6MI6H1YIX790,7188,425.09,807.25,PUAAQYKI
12329,W6F1KMFQUFTE,1923,116.84,159.02,SLVUJJVM
12330,3S8X7NBA199X,3241,448.62,732.15,EIAPSBUM
12331,05P5096W33QV,4556,403.42,725.35,IRXVIIXD
12332,OQQ2U4GKR9L1,5320,398.08,612.25,NPZGUNBG
12333,2RZT00FS2HD6,5331,350.05,573.73,SXEDLYPA
12334,1ALV75S0UBUS,3586,444.43,659.98,PIOYEFFR
12335,X4J90LG0MPDZ,437,37.21,70.03,YXEYYAUU
12336,HK3BYVEATWKL,6041,394.09,622.66,JFRFZLXG
12337,DLW8MB3ZZ3N4,1877,98.95,150.40,GYCRCIZD
12338,CHT47QOA7QWH,456,37.71,52.72,COURESFM
12339,3PUC7HGZD37X,5964,420.99,655.90,NJVSHSAQ
12340,LJLTXZWM643U,3322,394.09,609.66,UXQLDNBC
12341,1S3Q91B7FG9S,2494,117.64,185.64,UPJEDILP
12342,BSOO2EBCPOMF,3093,430.58,615.30,ZLYACVMT
12343,4LA3ZLPZLGMS,6246,450.02,549.02,HRCTNANX
12344,SPRQWEG3U92Q,4362,414.20,760.47,DUVESCUP
12345,MGXPAQ2LD5NU,2553,119.26,140.85,TKOBOHXZ
12346,WTA2GA2W7ZI3,7420,415.55,502.40,RRHKWHUG
12347,OFYH6XPAKMOK,812,35.22,62.83,NPZGUNBG
12348,OWEZ3449GEQM,499,38.73,62.05,YXEYYAUU
12349,W41RXYN7I8VX,6325,399.41,681.39,PUPXILQT
12350,E4K57LL5DL02,3369,415.55,723.89,TKLCRQAQ
12351,99QD5NTCPBDK,2509,111.27,167.13,IRXVIIXD
12352,0XTP67UDSQHE,853,40.79,50.62,UPJEDILP
12353,6B847HDDJXKV,487,35.71,42.46,UXQLDNBC
12354,JFVR3E7J5N6O,3248,418.27,557.97,ZLYACVMT
12355,XJZLCVHJSENL,7568,396.75,748.67,PUAAQYKI
12356,HAE8CBDNU7SS,6732,434.71,739.44,ZPVDSNTN
12357,SRWEITNBBR5O,1297,143.72,253.52,PIOYEFFR
12358,JGQX4MEG0ODP,5423,380.92,591.57,UIBJMQJU
12359,UH0PGJDJVPA7,2611,123.34,180.69,JIBXLYVJ
12360,7SZB67BC8MBF,1028,44.51,73.80,TNGXLUXB
12361,JN5PBHF0NGM6,659,44.51,71.75,ZLYACVMT
12362,R9CHB54W2EQ5,2635,141.11,231.70,ZHSGPGCE
12363,GRXTHMZ2SBLN,5383,396.75,590.76,PIOYEFFR
12364,VVP5CNLE2BTR,5532,416.91,461.52,SLVUJJVM
12365,5EJ4S63BSM37,3662,469.81,669.01,GAHBTDEC
12366,35MFR74W6GE7,7250,394.09,465.81,TNGXLUXB
12367,QFIAAVGFQPZQ,3109,379.61,518.93,VRPUFLOH
12368,V45BZEY3NWW3,5069,369.22,427.19,RRHKWHUG
12369,CTWWL7N1WPPO,2725,129.16,237.91,VYGATPNP
12370,4ASORV54T83Z,7607,362.78,528.93,JIBXLYVJ
12371,1JI9ISEOG585,1001,55.26,65.93,UMIGMZRV
12372,C4WRYKP5VXMX,2061,138.51,209.57,UPJEDILP
12373,QWMWTAHUIBC3,5879,331.31,450.25,VYGATPNP
12374,VJ9JCOHWMHE5,2277,122.52,219.68,TNGXLUXB
12375,R35VTBBWLO2R,1755,120.07,191.39,JFRFZLXG
12376,W3G1QBGQ4AS0,334,10.84,18.48,ZHSGPGCE
12377,VY6L4G666JTD,5541,438.86,726.75,NPZGUNBG
12378,FJBQK2MD58T2,5818,415.55,782.07,UMIGMZRV
12379,O5AP1KH6SBYK,1270,117.64,221.63,YJFOCKUP
12380,5M90IOAIUNQZ,2668,127.48,228.95,PUPXILQT
12381,UIZ57VIHEYWO,3456,406.10,700.52,QOODUKSF
12382,L1TMFW53L7D5,3778,351.32,483.77,HRCTNANX
12383,TFDSRMY6K917,4594,391.44,564.85,CMLLTKBT
12384,3FX6BA7NXEFQ,239,13.70,17.66,NPZGUNBG
12385,FKGYUCB8F9OD,3538,415.55,533.57,TKOBOHXZ
12386,49J77RWGYQTM,5474,429.20,481.99,CPKTLQGA
12387,WKGPXTICVCJ0,983,41.31,50.73,VRPUFLOH
12388,VWVSX2XTG9FM,7657,373.10,676.80,VRPUFLOH
12389,89AL27XNRRRZ,439,42.37,68.89,VYGATPNP
12390,DUIV2GL456FV,243,7.47,11.45,RRHKWHUG
12391,5FPBUHCP806B,5888,426.46,786.82,RRHKWHUG
12392,G70ZO0E9HU3F,79,3.06,5.40,DUVESCUP
12393,M2Q0WLN5U5R1,1016,41.84,56.07,TKOBOHXZ
12394,POUMFRO7AJAJ,2002,129.16,144.92,UXQLDNBC
12395,JDZJUMAQAZTE,945,43.43,55.50,JPNKOVEY
12396,RNIZ5FRVSGWV,6520,400.75,641.60,GYCRCIZD
12397,TF9NGLGBIL6Y,7109,414.20,697.10,RRHKWHUG
12398,W8X5BGXWFFVV,5887,392.76,711.29,MGOWPCPA
12399,GMOFXAFC3O4L,1126,106.58,171.81,EGEDGYQE
12400,IGL9NAI886JD,5260,384.85,602.68,TKLCRQAQ
12401,LS2H43W3728K,21,1.11,1.32,COURESFM
12402,BWYNCQK1TUQE,1882,107.35,186.25,ZPVDSNTN
12403,QLIBH0MIEEGQ,31,1.00,1.58,UXQLDNBC
12404,SZJLPF898R0H,7238,425.09,786.84,UPJEDILP
12405,LT1N9SZ57MEB,7440,438.86,511.71,GYCRCIZD
12406,T3QVVB6ESUCS,3826,410.14,521.70,YXEYYAUU
12407,DSDLLF5NKEIZ,7268,416.91,742.52,IRXVIIXD
12408,A3BPIG2TRB2F,6573,412.84,665.50,JIBXLYVJ
12409,H5TBLLQKRPI7,4213,392.76,462.28,JFRFZLXG
12410,9U42VGICIPNN,4421,380.92,433.49,RRHKWHUG
12411,EWGOHUF9GJQF,278,12.08,15.79,COURESFM
12412,UG8LH5AGWZXK,5029,383.54,592.19,PIOYEFFR
12413,8SN3MHU8B8GF,3738,422.35,800.78,COURESFM
12414,8YA93JDBBNJ6,4372,400.75,544.62,GAHBTDEC
12415,T97O409QLNWV,3094,355.12,674.37,TNGXLUXB
12416,UCDL7PNGPB81,4756,423.72,778.80,CPKTLQGA
12417,UIVT68H94YN4,4464,396.75,741.13,EIAPSBUM
12418,QXEMBR0S37KP,6928,419.63,517.82,EIAPSBUM
12419,LNLQTO8JQTDZ,7425,395.42,742.60,EIAPSBUM
12420,1UR4MBF4TE50,5717,378.30,486.49,VSBPGANE
12421,SV2F9LVL0HOY,3220,450.02,586.38,CPKTLQGA
12422,8FNE80WBPD07,3091,370.51,635.42,SLVUJJVM
12423,MTVLE0AXA30O,5120,423.72,501.68,PFUZXUBP
12424,97QLMM0TTIWH,2594,113.64,202.17,DUVESCUP
12425,VD09BCANMQCV,6533,358.94,442.93,IRXVIIXD
12426,I5Z1F08YYBKU,4751,457.04,538.39,PUPXILQT
12427,EFTE0G7IGSOH,5364,386.16,711.31,ZHSGPGCE
12428,7YASP7YZV64T,6087,388.80,708.39,SLVUJJVM
12429,SJ90OATQK7KM,2645,122.52,157.56,ZLYACVMT
12430,20UG4WSG0MZ0,7001,404.76,576.78,TKLCRQAQ
12431,62H7TBTFDIJ2,4662,423.72,749.98,RRHKWHUG
12432,LIQ7R6815WSW,2687,100.46,150.79,CMLLTKBT
12433,GW5QF4MR42BO,2308,113.64,161.03,NJVSHSAQ
12434,WN9V761VZ9E5,4837,390.12,729.13,NPZGUNBG
12435,HT051LKSTANS,5943,420.99,674.43,GAHBTDEC
12436,RFQE07NMHR2S,364,9.66,10.73,ESTUSGVQ
12437,IDHXYL2CANX4,1020,33.76,60.97,EIAPSBUM
12438,T3B91YC70BIC,3485,427.83,551.05,ZPVDSNTN
12439,BGTLO33H1GEK,4303,414.20,478.82,ZLYACVMT
12440,NH7E252HXXNX,220,9.95,14.98,QOODUKSF
12441,1CNCBIQVNKGR,1394,119.26,149.79,PIOYEFFR
12442,WCBYA7GB9XT8,6245,367.93,539.39,SXEDLYPA
12443,GSRYEV2DHVST,671,39.75,72.50,PUPXILQT
12444,ZXPAEH55WXCW,7565,388.80,706.84,SLVUJJVM
12445,NFECC31BSGCE,4846,403.42,623.28,CPKTLQGA
12446,NWDXHKC4HFB4,4173,390.12,522.37,UXQLDNBC
12447,FP7JSLXANJK6,6980,384.85,520.32,VYGATPNP
12448,S2D7D1DT33ZD,2179,141.11,184.71,JIBXLYVJ
12449,1UL1XE5KGFVG,1324,141.11,248.92,PIOYEFFR
12450,PUNJO9UUS65D,2065,149.02,225.17,HRCTNANX
12451,NYJCBU1BXWNM,2637,98.95,146.05,VRPUFLOH
12452,0ZB51RRB6L0E,3306,357.67,464.26,HRCTNANX
12453,S6S86AUAU4C5,5182,431.95,685.50,HRCTNANX
12454,XGK5TEQGVF73,1386,117.64,218.10,QOODUKSF
12455,6K3D9LJXMT42,5481,448.62,790.92,JIBXLYVJ
12456,M97V6G731VIC,3936,384.85,643.08,HIFWYHGS
12457,IFEYFVRQ1AZO,7356,382.22,589.00,TKOBOHXZ
12458,4NF542CH1B8O,3851,407.45,701.63,ZPVDSNTN
12459,WPOL3B8JK335,4913,394.09,487.88,PUPXILQT
12460,NGYA44L4KMNK,1457,126.65,205.81,HDPBFCUI
12461,2V7SF1E5ZF5T,3613,370.51,432.76,PFUZXUBP
12462,VRY9RQB9PZ9C,7441,392.76,729.36,IRXVIIXD
12463,QFGJ7WK8I1CW,4927,379.61,491.22,NJVSHSAQ
12464,PZC7RCH4X171,4605,382.22,598.94,CMLLTKBT
12465,BZHDHVE30ZFZ,1795,115.23,160.86,ZHSGPGCE
12466,YCNIG2WPKCFU,5126,373.10,611.14,IRXVIIXD
12467,0WNAITICU0LA,6859,416.91,755.86,CPKTLQGA
12468,VGX2H76PPQXM,2965,144.60,177.71,DLDNHXON
12469,HFX75JP2Q25X,1230,120.89,164.77,HDPBFCUI
12470,ADMFHVZ74RM1,1369,129.99,162.62,PIOYEFFR
12471,T8II0G82V3OT,4410,402.08,574.57,PFUZXUBP
12472,GOLRT3QNZ9ER,6728,445.82,706.18,CPKTLQGA
12473,P15T0UZS9JMU,3618,429.20,539.50,VYGATPNP
12474,SKNP5QPFEIZD,1502,122.52,175.69,DUVESCUP
12475,Q6QP8XXCIGF1,3093,402.08,488.53,SXEDLYPA
12476,13I0I5DW54BH,4394,403.42,487.33,VYGATPNP
12477,LHYPEXEKJ0F5,4870,425.09,580.67,YXEYYAUU
12478,OFLYTP3JQOQL,7663,422.35,643.24,VYGATPNP
12479,L3CX25MCE45M,86,4.42,5.86,PIOYEFFR
12480,RQSE2YGYCX1U,2662,113.64,159.44,VYGATPNP
12481,LG59G951O1ND,7671,388.80,653.18,UPJEDILP
12482,F1APP4NC8ZW0,1892,116.04,127.88,GAHBTDEC
12483,913LD8KLFW6X,6069,419.63,491.81,DLDNHXON
12484,FL3R1DR6NJ97,4688,374.40,656.32,PFUZXUBP
12485,AOMFB8K6FYB9,3242,374.40,462.76,UPJEDILP
12486,PWSDH038V1WN,2102,132.53,211.92,CMLLTKBT
12487,HBYF8V5GIANI,2172,112.85,204.37,TNGXLUXB
12488,E64WWWBAE37A,210,12.72,21.20,COURESFM
12489,QT4IUE9KWHUK,955,51.76,72.83,SXEDLYPA
12490,G2BNCXWQ1E0T,2651,126.65,172.37,QOODUKSF
12491,PQKMPHXV0MGU,6337,370.51,464.25,COURESFM
12492,0U1NTAMZ6JR7,5135,419.63,731.83,RRHKWHUG
12493,QELCO7J16ZVH,4079,380.92,642.23,NPZGUNBG
12494,MSO7B5TEPRMT,6191,380.92,721.46,YJFOCKUP
12495,KTD1DXOAA5YX,5645,388.80,501.55,CMLLTKBT
12496,3B95HB8VM4FO,4824,390.12,589.86,UXQLDNBC
12497,XBY3QDEFW95R,5257,403.42,489.35,CPKTLQGA
12498,PVH0JWQHGNF5,4124,386.16,442.54,UPJEDILP
12499,F9VCKT4EE4ZH,4890,434.71,559.04,HIFWYHGS
12500,F1H6NO10T97Q,1437,118.45,184.90,ZPVDSNTN
12501,0XY2RD95Q7PM,6784,419.63,488.87,UIBJMQJU
12502,BUN93DH7D05I,2612,155.29,292.10,CPKTLQGA
12503,8ZO15KPFGAG3,3267,411.49,724.22,TNGXLUXB
12504,J93UKDK5I2BN,6054,374.40,451.90,MGOWPCPA
12505,YDYFSO2VJEJR,6798,411.49,605.71,CMLLTKBT
12506,Z9LSUO63LOD1,1178,129.99,211.75,IRXVIIXD
12507,SOV1YG7IVAFV,59,2.22,3.80,UQAIHIOI
12508,VB73M8B532O8,2500,123.34,162.32,MGOWPCPA
12509,DQO903IMTKV5,1878,120.89,195.84,ESTUSGVQ
12510,GPA4IPZPKI7A,5024,403.42,626.51,YXEYYAUU
12511,0JYKPTJVYVKM,2597,129.16,163.00,PFUZXUBP
12512,TGMCP9MML4EN,6532,416.91,530.31,UMIGMZRV
12513,QSY6LWTH4XDU,5374,387.48,551.77,JIBXLYVJ
12514,QSUTQFFB3BOF,5740,400.75,744.59,JFRFZLXG
12515,803VOQGTBUPI,4694,430.58,561.48,UPJEDILP
12516,ZFQ0348J1NKI,6016,436.09,791.94,JPNKOVEY
12517,5ZMOVMA3QROX,2719,122.52,168.83,JIBXLYVJ
12518,S5LYQ41QC5VZ,6918,384.85,711.97,ZPVDSNTN
12519,L9R4S1Q1F7H6,6409,371.80,659.94,NIIFSJPI
12520,X0IKNY195P44,4496,410.14,624.23,ZLYACVMT
12521,J0DVTLNCKF9U,1993,131.68,186.33,UXQLDNBC
12522,OIXSLV6SY5QI,2169,116.84,176.66,PIOYEFFR
12523,IXMJ42C82B6M,6989,459.87,624.50,GAHBTDEC
12524,DGLPARG3Z1OM,1092,33.28,41.93,VSBPGANE
12525,JLDXQEKEJ69G,1828,108.13,167.60,EIAPSBUM
12526,CM3DJU8M6C30,6386,388.80,502.72,SLVUJJVM
12527,CSAKSDESM6D4,7017,412.84,619.26,UQAIHIOI
12528,K9J4JGXTFQ8S,1465,138.51,196.82,NPZGUNBG
12529,EB83VCZ8Y4DM,1874,124.17,180.54,CPKTLQGA
12530,E3GCLQ8M0QPQ,2450,130.84,226.09,PIOYEFFR
12531,MJUUWXFFLJFU,6524,400.75,476.89,PUPXILQT
12532,JYRKW8XFTVSK,774,39.24,58.27,EIAPSBUM
12533,ZOZ8LFVOYY9I,184,16.83,22.87,IRXVIIXD
12534,H1TYTICXAEHO,437,39.24,50.58,GAHBTDEC
12535,JGD6J9K3Y5OL,3066,362.78,680.58,ZLYACVMT
12536,5QPFZQNRH2QN,2565,122.52,145.06,NPZGUNBG
12537,3LXCNXJ33RK8,6061,379.61,610.41,ZPVDSNTN
12538,UDYK5O62LIKQ,923,42.90,59.97,ZHSGPGCE
12539,HEJOVUQ7YX17,3579,448.62,699.40,QOODUKSF
12540,LLN5Z1CKCFTG,1110,118.45,146.05,QOODUKSF
12541,9M2CK1R4OC6G,7680,411.49,710.23,DUVESCUP
12542,1NOL5302JD5S,2030,106.58,169.68,ZLYACVMT
12543,NI929EMF4H15,6583,469.81,821.70,HIFWYHGS
12544,YGM83YB1JJPS,5617,351.32,655.91,IRXVIIXD
12545,FOLSZGRM43P9,422,56.44,103.17,QOODUKSF
12546,KFYQMWTUPWBG,5836,431.95,732.59,JPNKOVEY
12547,Q02KEODKJSJC,2767,135.93,158.77,NIIFSJPI
12548,25L115Y2LYI8,2350,116.04,160.25,RRHKWHUG
12549,US7V8J1DHSHF,7620,419.63,680.22,QOODUKSF
12550,E0I0NG02FMU4,317,10.54,13.19,ESTUSGVQ
12551,3BQQ1RL9HVO4,4366,392.76,637.84,GYCRCIZD
12552,KB0A0FQKI6AN,7592,396.75,700.26,PUPXILQT
12553,MVJ7EGVJV8UM,5651,437.48,784.40,JIBXLYVJ
12554,Y9JJI8PMB4U3,2296,122.52,203.14,ZLYACVMT
12555,LETBD688POHF,2736,123.34,186.98,HIFWYHGS
12556,43MXB645N6NV,6673,400.75,551.43,ZHSGPGCE
12557,LS576EE1VG37,7436,425.09,780.89,IRXVIIXD
12558,RT17UFQQ9C0I,2269,124.99,204.98,HIFWYHGS
12559,WTJIH9K8VA4B,1398,129.99,205.12,HRCTNANX
12560,SCO1Y34G0D7Y,7120,362.78,559.04,NIIFSJPI
12561,P4JTVO5AAHMH,3663,391.44,475.21,HIFWYHGS
12562,UXWHREBAV83A,283,9.09,10.51,PUAAQYKI
12563,5M0H232OHI51,7044,396.75,616.95,JPNKOVEY
12564,QUSKWNRGBAG0,4113,418.27,613.18,PIOYEFFR
12565,ZF1IHLOZAWIK,4346,352.59,469.30,HIFWYHGS
12566,01UK47YOXUAV,2808,144.60,198.97,COURESFM
12567,OX2NM1LMESHK,1838,112.05,158.10,ZLYACVMT
12568,AJWJC94CVAXG,4385,468.38,680.56,GYCRCIZD
12569,MWZ8EL55Y060,1545,124.17,221.89,COURESFM
12570,UW9KLBY0X577,2830,123.34,183.41,UIBJMQJU
12571,ZOE9MLEVNNJ1,6392,423.72,609.31,DUVESCUP
12572,ZIWTUO9XJTGX,5957,440.25,579.81,GYCRCIZD
12573,UHKO44T4LLD9,3125,431.95,556.35,NJVSHSAQ
12574,ZAQQNTIQPPLQ,355,11.76,21.58,PIOYEFFR
12575,AL840H9SHHL4,585,33.76,46.12,YJFOCKUP
12576,49EY0RY84Z8M,697,39.24,54.15,HRCTNANX
12577,CEH5CU9ZYS33,4039,384.85,726.60,DLDNHXON
12578,3IBP7G01T4YF,1969,125.82,182.06,JPNKOVEY
12579,Y931NN0KVOCH,1540,151.69,188.70,TNGXLUXB
12580,A2WI6O03NE1C,4700,395.42,613.69,UQAIHIOI
12581,ERWLP1Q624K2,3673,411.49,645.63,SXEDLYPA
12582,EQ4C1D4Y6WOV,3427,426.46,589.37,UIBJMQJU
12583,UT4FKB8YNG4U,4751,436.09,530.29,UQAIHIOI
12584,EQTWXO853MOZ,5751,415.55,717.24,SXEDLYPA
12585,855FXHMJM5ZK,5522,438.86,656.53,PFUZXUBP
12586,JUIV59FKKKQ9,1243,135.08,227.74,TNGXLUXB
12587,1778D187LPCS,5605,408.79,661.83,TKOBOHXZ
12588,G8Q5Y6WY7ZWX,634,34.25,52.98,TKOBOHXZ
12589,T3VCPF37WWZ6,1566,134.22,181.33,ZHSGPGCE
12590,9BAC6P7UEWKH,6618,351.32,533.66,IRXVIIXD
12591,535MNUK2P9QR,4377,399.41,662.22,VRPUFLOH
12592,TP1M4TMX0TJJ,5038,370.51,519.83,ZPVDSNTN
12593,ZF1PY5DEL23A,4752,398.08,582.79,HDPBFCUI
12594,TUDWF2RMDW0Z,6663,400.75,445.63,COURESFM
12595,8O4U0FFHJTYE,78,2.38,3.06,ZPVDSNTN
12596,HW55PAQWFAVC,6251,403.42,676.54,PFUZXUBP
12597,X277PNITX69Q,4137,416.91,664.55,UQAIHIOI
12598,GRVJ9IWHGV9G,6041,408.79,525.70,ZHSGPGCE
12599,QEQQE5FW3MLW,6101,395.42,750.90,TKLCRQAQ
12600,1LNHBNC36WUN,4384,387.48,520.00,VSBPGANE
12601,E8A48BQZZHWE,5934,373.10,686.88,PUAAQYKI
12602,5LSUD6ZE9W32,3969,445.82,773.94,ZHSGPGCE
12603,9FTV8WHY2HOG,68,1.77,2.70,NIIFSJPI
12604,MYPRAK9R32UI,6500,396.75,740.73,GYCRCIZD
12605,DLSXE82Y0F07,3229,374.40,655.95,UIBJMQJU
12606,6YSNW11GQA7B,1764,138.51,203.19,CPKTLQGA
12607,2SPZSBKHJXKI,3457,375.70,563.55,ZPVDSNTN
12608,YAS2OK6U0RN2,4002,427.83,510.83,DLDNHXON
12609,HX7EO9LA99UP,4735,431.95,639.72,TKLCRQAQ
12610,9NJZRHFW773Q,2647,120.07,227.41,MGOWPCPA
12611,P1M5FATFXYYZ,4542,330.08,479.94,UMIGMZRV
12612,4VX4727L38SR,5768,355.12,393.12,YJFOCKUP
12613,5SOXUBCLNGEH,5927,353.85,607.21,TNGXLUXB
12614,Z1NK974BW76X,4846,443.03,747.83,RRHKWHUG
12615,0HZJR5LVYOKR,6835,437.48,487.79,NIIFSJPI
12616,G7ZQWZUAK5RH,532,40.27,45.63,JIBXLYVJ
12617,O7JQX3EX7AEC,4240,406.10,664.79,QOODUKSF
12618,YVYOH9XU66MB,5593,436.09,820.72,COURESFM
12619,27QA2AGSRXIG,2341,137.65,203.45,UIBJMQJU
12620,A1Q0PEEY8BMS,7247,396.75,490.38,UXQLDNBC
12621,RARNY0CPICMW,4170,441.64,643.47,EIAPSBUM
12622,FHYVYKG10U49,3004,402.08,459.98,COURESFM
12623,VEMJNGWXFJ44,242,11.45,19.72,IRXVIIXD
12624,OS53K8AHQUZT,945,41.84,76.11,ESTUSGVQ
12625,GBHK210NJQBV,7339,375.70,693.92,TKLCRQAQ
12626,N8F3L9LEW62Z,3915,407.45,625.03,HIFWYHGS
12627,AZ6ZC0HDQX6I,3458,351.32,389.26,PUAAQYKI
12628,HLECK2K90522,5502,362.78,523.85,VSBPGANE
12629,SS5STBZLABXA,3242,400.75,446.44,HIFWYHGS
12630,OT5JOHOAYXRW,2041,105.80,123.15,TNGXLUXB
12631,4A3C2XB6FZQM,3224,403.42,502.66,UXQLDNBC
12632,O0W5GT91RJOS,6324,427.83,484.73,HRCTNANX
12633,DRLQWTZ8E9AP,2058,142.85,218.56,ZLYACVMT
12634,7XMH078UB2DM,85,4.01,5.84,RRHKWHUG
12635,2N6YZ72WXS99,2455,127.48,232.14,ZHSGPGCE
12636,9BK5MAXSBJWV,4465,391.44,463.07,VRPUFLOH
12637,ZJH6MGBEXVYI,273,13.04,16.89,DLDNHXON
12638,4MC9LYCZHUFA,4832,375.70,648.46,COURESFM
12639,EK6Q4YQW1666,2542,105.03,170.46,UXQLDNBC
12640,HWYIHCMQFPHP,701,31.86,55.47,UXQLDNBC
12641,7D7CV50HX5XW,6060,396.75,575.68,EGEDGYQE
12642,MMQRPK4TRJLM,7350,423.72,758.04,EGEDGYQE
12643,Y3WRLVO7EA3O,1209,122.52,212.82,IRXVIIXD
12644,H6GML0LOU1PP,3030,408.79,654.88,PUPXILQT
12645,HL6950MXSN66,559,41.31,53.46,COURESFM
12646,RNOB2KMBEC1H,6244,404.76,760.14,HRCTNANX
